"Palabra clave",Dificultad,Posición,"Posición anterior","Posición de las Funciones SERP","Vol. de búsqueda","Intención de búsqueda","Funciones SERP",Competencia,CPC,URL,Tráfico,"Cuota del tráfico","Coste del tráfico"
"como dejar un trabajo para ir a otro",8,1,1,"Vistas creadas con IA",20,I,"Reseñas, Vídeo, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas, Sites",0.08,0,"https://www.openhr.cloud/blog/entrevistas-de-salida/#:~:text=Preservar%20la%20relaci%C3%B3n:%20Aunque%20el%20empleado%20est%C3%A9,mantener%20las%20puertas%20abiertas%20para%20futuras%20colaboraciones.",0,0,0
"rrhh la paz portal del empleado",9,33,33,,40,I,"Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"desvinculación laboral voluntaria",5,82,82,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/desvinculacion-laboral,0,0,0
"cezanne portal empleado",18,97,97,,10,I,"Reseñas, Vídeo, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"recursos humanos - wikipedia",37,51,51,,10,I,"Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,0,0,0
"como dirigirse al departamento de recursos humanos",8,24,24,,30,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.02,0,https://www.openhr.cloud/blog/departamento-recursos-humanos,0,0,0
"grupo mas - portal empleado",9,69,69,,40,I,"Reseñas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"experto en hr analytics",18,85,85,,10,I,"Reseñas, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",1,0,https://lp.openhr.cloud/people-analytics-contado-por-expertos,0,0,0
"vecttor portal del empleado",12,8,8,,10,I,"Reseñas, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"que determina la productividad",19,54,54,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/como-medir-la-productividad-en-el-trabajo,0,0,0
"ventajas y desventajas de fuentes de reclutamiento",6,68,68,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/reclutamiento-interno,0,0,0
pshrprdext,6,12,12,Imágenes,10,I,"Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/,0,0,0
"sermas portal del empleado",11,26,26,,20,I,"Reseñas, Vídeo, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"como cuadrar turnos rotativos",7,79,79,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.43,0,https://www.openhr.cloud/blog/turnos-rotativos-ventajas-y-desventajas,0,0,0
"reclutamiento empresa",13,82,82,,40,I,"Reseñas, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0.27,1.9,https://www.openhr.cloud/blog/seleccion-y-reclutamiento-de-personal,0,0,0
"hr analytics que es",7,27,27,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.06,0,https://www.openhr.cloud/blog/hr-analytics-que-es-beneficios-organizacion,0,0,0
"hr data analytics",11,81,81,Imágenes,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.94,1.72,https://www.openhr.cloud/blog/hr-analytics-que-es-beneficios-organizacion,0,0,0
"hr data analytics",11,71,71,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.94,1.72,https://www.openhr.cloud/blog/hr-analytics-que-es-beneficios-organizacion,0,0,0
"principales causas del absentismo laboral en españa",7,97,97,Imágenes,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.07,0,https://www.openhr.cloud/blog/absentismo-laboral,0,0,0
"principales causas del absentismo laboral en españa",7,85,85,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.07,0,https://www.openhr.cloud/blog/absentismo-laboral,0,0,0
"flexible empresa",52,88,88,,20,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.03,0,https://www.openhr.cloud/blog/flexibilidad-laboral,0,0,0
"flexible empresa",52,49,49,,20,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.03,0,https://www.openhr.cloud/blog/9-herramientas-para-gestionar-una-empresa-flexible,0,0,0
"bonificada significado",24,24,24,,20,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Panel de información, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/formaci%C3%B3n-bonificada,0,0,0
"marca empleadora ejemplos",6,8,8,Imágenes,10,I,"Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/9-claves-para-implantar-una-estrategia-de-employer-branding,0,0,0
"hora extra 2023",7,68,68,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/horas-extras,0,0,0
"daorje portal del empleado",6,22,,Imágenes,70,I,"Reseñas, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"plantilla vacaciones 2024 gratis",7,67,67,,40,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://lp.openhr.cloud/es/plantilla-excel-vacaciones,0,0,0
"plantilla vacaciones gratis",14,74,74,,50,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.05,0,https://lp.openhr.cloud/es/plantilla-excel-vacaciones,0,0,0
"cuadro de control de vacaciones en excel",5,50,50,,10,I,"Reseñas, Vídeo, Imágenes, Búsquedas relacionadas",0.71,0,https://lp.openhr.cloud/es/plantilla-excel-vacaciones,0,0,0
"como detectar burnout",39,54,54,,10,I,"Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.5,0,https://www.openhr.cloud/blog/sindrome-de-burnout-como-identificarlo-y-prevenirlo,0,0,0
"portal del empleado anfi",10,61,61,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"portal del empleado selecta",16,27,27,,30,I,"Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"plantilla control de vacaciones",15,64,64,,10,I,"Reseñas, Vídeo, Imágenes, Búsquedas relacionadas",0.47,1.6,https://lp.openhr.cloud/es/plantilla-excel-vacaciones,0,0,0
"plantilla excel para control vacaciones empleados gratis",10,72,57,,70,I,"Reseñas, Vídeo, Imágenes, Búsquedas relacionadas",0.56,1.01,https://lp.openhr.cloud/es/plantilla-excel-vacaciones,0,0,0
"plantilla control vacaciones 2023",7,92,92,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://lp.openhr.cloud/es/plantilla-excel-vacaciones,0,0,0
"diferencia entre absentismo y ausentismo laboral",8,32,32,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/absentismo-laboral,0,0,0
"como evaluar personal en una empresa",16,74,74,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/evaluacion-del-desempeno,0,0,0
"como medir el trabajo",17,27,27,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/como-medir-la-productividad-en-el-trabajo,0,0,0
"como medir el trabajo",17,60,60,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/desempeno-laboral,0,0,0
"portal asv",13,69,,Imágenes,90,I,"Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"portal asv",13,60,,Imágenes,90,I,"Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"exolum portal empleado",10,31,31,,40,I,"Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"máquina fichar empleados amazon",11,32,32,,10,C,"Reseñas, Vídeo, Imágenes, Resultados de compras, Búsquedas relacionadas",0.93,0.17,https://www.openhr.cloud/blog/control-horario,0,0,0
"plantilla vacaciones excel 2023 gratis",7,61,61,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://lp.openhr.cloud/es/plantilla-excel-vacaciones,0,0,0
"absentismo injustificado ejemplos",7,46,46,,20,I,"Reseñas, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.01,0,https://www.openhr.cloud/blog/absentismo-laboral,0,0,0
"plantilla de vacaciones excel gratis",14,56,56,,10,I,"Reseñas, Vídeo, Imágenes, Búsquedas relacionadas",0.48,0.67,https://lp.openhr.cloud/es/plantilla-excel-vacaciones,0,0,0
"plantilla control horario mensual excel gratis",6,56,53,,70,I,"Reseñas, Vídeo, Imágenes, Búsquedas relacionadas",0.34,0.59,https://lp.openhr.cloud/es/plantilla-excel-control-horario,0,0,0
"conforama portal empleado",19,56,56,,10,"I, N","Enlaces del sitio, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"saluda madrid portal del empleado",8,94,94,,40,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"la importancia de la gestión del tiempo",7,17,17,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/gestion-del-tiempo,0,0,0
"kit webinar",8,26,26,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Anuncios arriba, Búsquedas relacionadas",0,0,https://lp.openhr.cloud/es/es/webinar-kit-digital,0,0,0
"mapa de puestos de una empresa",8,5,5,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/talent-map-mapa-de-talento,0,0,0
"portal empleado gratis",28,81,81,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Anuncios al final, Vistas creadas con IA, Búsquedas relacionadas",0.91,2.1,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"modelos organigrama",5,14,,,50,I,"Reseñas, Vídeo, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0.05,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"modelos organigrama",5,1,,"Vistas creadas con IA",50,I,"Reseñas, Vídeo, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0.05,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"cuadrante vacaciones excel gratis",13,51,51,,20,I,"Reseñas, Vídeo, Imágenes, Búsquedas relacionadas",0.04,0,https://lp.openhr.cloud/es/plantilla-excel-vacaciones,0,0,0
"como medir ausentismo laboral",7,70,70,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/absentismo-laboral,0,0,0
"sistemas de evaluación ejemplos",14,40,40,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/evaluacion-del-desempeno,0,0,0
"como sacar las horas extraordinarias",7,35,35,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.14,0,https://www.openhr.cloud/blog/horas-extras,0,0,0
"sistema para fichar en el trabajo gratis",11,72,,Reseñas,110,I,"Reseñas, Vídeo, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",1,0.72,https://www.openhr.cloud/es/software-control-horario,0,0,0
"hoja control horario trabajadores excel",6,53,53,,10,I,"Reseñas, Vídeo, Imágenes, Búsquedas relacionadas",0.39,0,https://lp.openhr.cloud/es/plantilla-excel-control-horario,0,0,0
"recursos del trabajo",20,11,11,,10,I,"Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,0,0,0
"recursos del trabajo",20,1,1,"Vistas creadas con IA",10,I,"Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0,0,"https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa#:~:text=en%20Recursos%20Humanos.-,%C2%BFQu%C3%A9%20son%20los%20recursos%20humanos?,emociones%20que%20implica%20esta%20relaci%C3%B3n.",0,0,0
"como afecta el ausentismo laboral en las empresas",5,15,15,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/absentismo-laboral,0,0,0
"como afecta el ausentismo laboral en las empresas",5,71,71,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/insatisfaccion-laboral,0,0,0
"porque se da el ausentismo laboral",8,22,22,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/absentismo-laboral,0,0,0
"capital humano ejemplo",8,41,41,,20,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,0,0,0
"ventajas y desventajas de la especialización del trabajo",7,73,73,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/gestionar-la-empresa-por-equipos-de-trabajo-o-por-departamentos-cual-es-la-mejor-opcion,0,0,0
"proceso de reclutamiento del personal",8,26,26,,10,I,"Reseñas, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/seleccion-y-reclutamiento-de-personal,0,0,0
"proceso de reclutamiento del personal",8,50,50,,10,I,"Reseñas, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/seleccion-personal,0,0,0
"protocolo promoción interna",7,88,88,,10,I,"Reseñas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/promocion-interna,0,0,0
"plantilla control horario laboral",4,79,79,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://lp.openhr.cloud/es/plantilla-excel-control-horario,0,0,0
"promoción en la empresa",9,34,34,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/promocion-interna,0,0,0
"funciones de recursos humanos en una empresa pequeña",6,73,73,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,0,0,0
"preguntas sobre desempeño laboral",20,91,91,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/evaluacion-del-desempeno,0,0,0
"evaluación 360 en empresas",10,26,26,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Anuncios al final, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/evaluacion-360-grados,0,0,0
"ejemplo de promoción interna en una empresa",7,20,20,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/promocion-interna,0,0,0
"cultura en las organizaciones",9,56,40,,590,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.03,0.01,https://www.openhr.cloud/blog/cultura-organizacional,0,0,0
"como se llama la persona que trabaja en recursos humanos",8,30,30,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,0,0,0
"factor de bradford",6,76,76,,20,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/en/blog/bradford-factor,0,0,0
"tendencias recursos humanos 2024",13,23,23,,10,I,"Reseñas, Vídeo, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/tendencias-recursos-humanos,0,0,0
"tendencias recursos humanos 2024",13,1,1,"Vistas creadas con IA",10,I,"Reseñas, Vídeo, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,"https://www.openhr.cloud/blog/tendencias-recursos-humanos#:~:text=que%20s%C3%AD%20pueden.-,M%C3%A1s%20inversi%C3%B3n%20en%20formaci%C3%B3n%20y%20capacitaci%C3%B3n%20para%202024,a%20lo%20largo%20del%202024.",0,0,0
"ejemplo de protocolo de comunicaciones internas y externas",6,100,100,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/comunicacion-interna,0,0,0
"como definir el organigrama de una empresa",13,66,66,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"como definir el organigrama de una empresa",13,31,31,Imágenes,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"absentismo injustificado seguridad social",7,56,56,,20,I,"Reseñas, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.01,0,https://www.openhr.cloud/blog/absentismo-laboral,0,0,0
"portal empleado jd sports",19,37,37,Imágenes,40,I,"Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,0,0,0
"evaluaciones personal",19,81,81,,50,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0.15,1.82,https://www.openhr.cloud/blog/evaluacion-del-desempeno,0,0,0
"entrevista de despido ejemplo",8,13,13,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/entrevistas-de-salida/,0,0,0
"entrevista de despido ejemplo",8,1,1,"Vistas creadas con IA",10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,"https://www.openhr.cloud/blog/entrevistas-de-salida/#:~:text=%C2%BFQu%C3%A9%20preguntas%20se%20hacen%20en%20una%20entrevista,y%20feedback:%20*%20Sugerencias%20y%20comentarios%20adicionales:",0,0,0
"política de compensación",6,18,18,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.01,0,https://www.openhr.cloud/blog/compensacion-beneficios-que-es-y-su-importancia,0,0,0
"modelos de compensación",7,45,45,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/compensacion-beneficios-que-es-y-su-importancia,0,0,0
